"title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"Post Mortem: No One Dies in Skarnes","SHOW",2021,"TV-MA",45,"['thriller', 'comedy', 'drama']","NO",7.1,3323,1.536,NA
"D.P.","SHOW",2021,"TV-MA",55,"['drama', 'action', 'comedy']","KR",NA,NA,18.767,8.2
"Heart Parade","MOVIE",2022,NA,108,"['comedy', 'romance']","PL",4.9,477,354.267,5.7
"Pelé","MOVIE",2021,"PG-13",108,"['documentation', 'sport']","GB",7,4256,19.653,7.5
"Move to Heaven","SHOW",2021,"TV-MA",52,"['drama']","KR",8.6,5634,15.536,7.8
"Heirs to the Land","SHOW",2022,"TV-MA",54,"['drama', 'history', 'comedy', 'scifi']","ES",7,947,11.208,6
"Grudge","MOVIE",2021,NA,104,"['thriller', 'crime', 'drama']","TR",5.5,4298,61.563,6.5
"A Sinister Sect: Colonia Dignidad","SHOW",2021,NA,53,"['documentation']","DE",NA,NA,2.503,6.6
"Brian Regan: On the Rocks","MOVIE",2021,NA,58,"['comedy']","US",6.8,619,1.875,6.8
"Penguin Bloom","MOVIE",2021,"PG-13",95,"['drama']","GLOBAL",6.8,10148,24.152,7.1
"Rita Moreno: Just a Girl Who Decided to Go for It","MOVIE",2021,"PG-13",90,"['documentation']","US",7.7,750,4.916,7.1
"I Am Georgina","SHOW",2022,"TV-14",41,"['reality']","ES",3.9,2879,43.523,7.3
"Wild Babies","SHOW",2022,"TV-PG",30,"['documentation']","GB",7.7,421,3.289,7.6
"Jaguar","SHOW",2021,"TV-MA",45,"['drama', 'war', 'action', 'history']","ES",5.7,1766,30.462,7.1
"Coming Out Colton","SHOW",2021,"TV-MA",33,"['reality']","US",6.7,1142,2.167,7.6
"Operation Varsity Blues: The College Admissions Scandal","MOVIE",2021,"R",100,"['drama', 'documentation', 'crime']","US",6.9,8190,8.255,7
"Furioza","MOVIE",2021,NA,139,"['crime', 'drama', 'action']","PL",6.2,4129,14.047,6.2
"Four to Dinner","MOVIE",2022,NA,104,"['comedy', 'romance']","IT",6.3,3130,41.83,6.3
"Seal Team","MOVIE",2021,NA,101,"['animation', 'comedy']","ZA",5.5,1350,99.808,7.1
"Most Eligible Bachelor","MOVIE",2021,NA,170,"['drama', 'romance']","IN",6.1,3261,2.675,5.7
"Lead Me Home","MOVIE",2021,NA,40,"['documentation']","US",7.1,NA,13.808,6.8
"Godzilla Singular Point","SHOW",2021,"TV-14",25,"['animation', 'action', 'scifi', 'thriller']","JP",6.5,1673,21.135,7.218
"Shaun the Sheep: The Flight Before Christmas","MOVIE",2021,"G",30,"['animation', 'comedy', 'family']","GB",7.3,1491,67.766,7
"JAPAN SINKS: People of Hope","SHOW",2021,"TV-14",55,"['scifi', 'war', 'drama']","JP",6,5,7.557,6.5
"The Invisible Thread","MOVIE",2022,NA,90,"['drama', 'family', 'comedy']","IT",6.7,1704,46.282,6.8
"Mobile Suit Gundam Hathaway","MOVIE",2021,"PG-13",96,"['scifi', 'animation', 'action', 'drama', 'romance']","JP",6.6,1400,261.753,7.6
"AI Love You","MOVIE",2022,"PG-13",95,"['scifi', 'comedy', 'romance', 'drama']","TH",4.4,572,95.533,5.828
"The Life and Movies of Erşan Kuneri","SHOW",2022,"TV-MA",48,"['comedy']","TR",6.7,11145,4.766,7.7
"Audible","MOVIE",2021,"PG-13",39,"['documentation']","US",5.3,NA,8.896,7
"This Is Pop","SHOW",2021,"TV-MA",44,"['music', 'documentation']","CA",6.9,1131,3.364,7.6
"Maldivas","SHOW",2022,"TV-MA",36,"['comedy', 'drama']","BR",5.6,961,159.929,7.2
"The Hall: Honoring the Greats of Stand-Up","MOVIE",2022,NA,70,"['documentation', 'comedy']","US",6.3,400,2.957,8
"Summer Heat","SHOW",2022,"TV-MA",48,"['drama', 'romance']","BR",5.6,281,7.658,7.8
"Why Are You Like This?","SHOW",2021,NA,24,"['comedy']","AU",6.4,1546,2.882,7.7
"Neymar: The Perfect Chaos","SHOW",2022,"TV-MA",55,"['documentation', 'sport']","GLOBAL",6.6,3158,31.57,7.316
"Hurdang","MOVIE",2022,NA,122,"['drama', 'romance']","IN",4.9,499,5.264,8
"The Turning Point","MOVIE",2021,NA,90,"['drama', 'crime']","IT",6.1,621,5.561,6.7
"Sentinelle","MOVIE",2021,NA,80,"['thriller', 'action', 'drama', 'crime']","FR",4.7,7844,59.784,5.9
"Dive Club","SHOW",2021,"TV-PG",27,"['drama', 'family']","AU",6.1,869,8.506,6.8
"Stuck Together","MOVIE",2021,NA,126,"['comedy']","GLOBAL",6.3,6897,15.493,6
"F*ck Love Too","MOVIE",2022,NA,92,"['comedy', 'romance']","NL",3.8,1052,170.413,5.963
"Vicky and Her Mystery","MOVIE",2021,NA,84,"['drama', 'family', 'european']","FR",6.4,1900,75.025,7.2
"Elite Short Stories: Guzmán Caye Rebe","SHOW",2021,"TV-MA",12,"['drama', 'crime', 'thriller']","ES",7.4,2319,19.939,8.2
"Trivia Quest","SHOW",2022,"TV-G",9,"['family', 'fantasy', 'animation']","US",5.7,202,3.207,5.7
"From Meir, to Meir","MOVIE",2021,NA,62,"['documentation']","EG",NA,NA,0.694,NA
"Queer Eye Germany","SHOW",2022,"TV-14",50,"['reality']","DE",7.2,1114,1.621,1
"Attack of the Hollywood Clichés!","MOVIE",2021,NA,59,"['documentation']","GLOBAL",NA,NA,6.095,6.1
"Alessandro Cattelan: One Simple Question","SHOW",2022,"TV-MA",30,"['comedy', 'reality']","IT",6.5,209,1.302,6.7
"The War Next-door","SHOW",2021,"TV-MA",33,"['comedy']","MX",5.7,444,82.278,7.3
"Navillera","SHOW",2021,NA,65,"['drama', 'family']","KR",8.8,2179,15.637,8.5
"Once Upon a Time... Happily Never After","SHOW",2022,"TV-MA",30,"['scifi', 'comedy', 'fantasy']","ES",5.4,496,73.753,7.5
"The Unlikely Murderer","SHOW",2021,"TV-MA",46,"['drama', 'crime']","SE",7,4129,4.575,7.3
"Game Changer","MOVIE",2021,NA,102,"['crime', 'comedy', 'drama', 'romance', 'thriller']","TH",4.1,113,3.203,6.6
"Kid Cosmic","SHOW",2021,"TV-Y7",22,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']","US",7.9,1414,13.314,8.8
"Murder by the Coast","MOVIE",2021,"PG-13",88,"['crime', 'documentation', 'history']","ES",6.5,2134,8.719,6.4
"The Boss Baby: Back in the Crib","SHOW",2022,"TV-Y7",24,"['animation', 'comedy', 'family', 'fantasy']","US",6.2,159,116.587,7.563
"The 8th Night","MOVIE",2021,NA,115,"['thriller', 'horror']","KR",5.3,3332,43.698,6.1
"Ferry","MOVIE",2021,NA,106,"['drama', 'action', 'crime', 'thriller']","GLOBAL",7,10900,29.798,6.8
"Feels Like Ishq","SHOW",2021,"TV-MA",31,"['drama', 'romance', 'comedy']","IN",6.4,1550,2.428,6
"The Trip 6","MOVIE",2021,NA,97,"['comedy']","CO",3.2,180,341.163,7.3
"Radhe Shyam","MOVIE",2022,NA,138,"['drama', 'romance']","IN",5.3,28633,5.537,5.5
"The World's Most Amazing Vacation Rentals","SHOW",2021,"TV-PG",34,"['documentation', 'reality']","US",6.7,1317,6.262,7.4
"Thomas & Friends: All Engines Go!","SHOW",2021,"TV-Y",11,"['animation', 'fantasy', 'drama', 'family', 'music', 'comedy']","US",2,555,1.287,8
"Headspace Guide to Sleep","SHOW",2021,"TV-G",19,"['documentation', 'animation']","US",6.8,466,3.01,8.3
"A Boy Called Christmas","MOVIE",2021,"PG",106,"['drama', 'family', 'fantasy', 'action']","GB",6.7,21085,60.608,7.507
"Lellobee City Farm","SHOW",2022,"TV-Y",10,"['animation']","US",NA,NA,2.722,NA
"Penguin Town","SHOW",2021,"TV-G",30,"['documentation', 'comedy', 'drama', 'family']","ZA",7.8,848,2.461,7.8
"Karma's World","SHOW",2021,"TV-Y",12,"['animation', 'comedy', 'family']","US",5.8,156,11.039,7
"Dogs in Space","SHOW",2021,"TV-Y7",22,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']","US",7.1,609,7.154,7.4
"The Taming of the Shrewd","MOVIE",2022,NA,112,"['romance', 'comedy']","PL",4.5,836,9.926,5.1
"Operation Hyacinth","MOVIE",2021,NA,112,"['crime', 'drama', 'thriller']","PL",6.7,3119,16.846,6.8
"The Perfect Family","MOVIE",2021,NA,110,"['comedy']","ES",5.3,1931,NA,NA
"Sooryavanshi","MOVIE",2021,NA,145,"['action', 'thriller', 'crime']","IN",6.3,75952,121.867,5.7
"Elite Short Stories: Phillipe Caye Felipe","SHOW",2021,NA,13,"['comedy', 'romance', 'drama']","ES",6.2,704,49.804,6.9
"Adventure Beast","SHOW",2021,"TV-MA",19,"['comedy', 'animation']","US",5.2,569,3.268,7.4
"Midnight Asia: Eat · Dance · Dream","SHOW",2022,"TV-MA",37,"['documentation']","SG",6.6,518,1.766,6
"Until Life Do Us Part","SHOW",2021,"TV-MA",49,"['drama']","PT",7.5,663,2.681,9.2
"Elite Short Stories: Patrick","SHOW",2021,"TV-MA",12,"['comedy', 'drama']","ES",6.1,737,51.19,7.3
"The Parisian Agency: Exclusive Properties","SHOW",2021,"TV-14",57,"['reality']","FR",7.5,671,3.069,NA
"CBI 5: The Brain","MOVIE",2022,NA,163,"['thriller', 'crime']","IN",6.3,1394,3.945,5.8
"Elite Short Stories: Omar Ander Alexis","SHOW",2021,"TV-MA",12,"['drama', 'crime', 'thriller']","ES",7.3,1952,21.175,7.6
"L.O.L. Surprise: The Movie","MOVIE",2021,"G",47,"['animation', 'family', 'fantasy', 'scifi', 'western', 'action']","US",3.8,129,109.716,6.9
"Making The Billion Dollar Code","MOVIE",2021,NA,28,"['documentation']","DE",NA,NA,0.832,8.5
"Hype House","SHOW",2022,"TV-14",32,"['reality']","US",2.1,2915,3.204,5.8
"Skater Girl","MOVIE",2021,"PG",107,"['drama', 'family', 'sport']","GLOBAL",6.6,4289,12.433,7.5
"Kitz","SHOW",2021,"TV-MA",44,"['drama', 'thriller']","GLOBAL",5.7,2392,5.661,7.4
"I Need Romance","SHOW",2021,"TV-14",45,"['drama', 'romance']","TH",7.8,30,1.39,6
"The Five Juanas","SHOW",2021,"TV-MA",39,"['drama']","MX",6.9,1813,63.62,7.4
"Found","MOVIE",2021,"PG",97,"['documentation', 'drama']","GLOBAL",7.5,1198,32.993,7.5
"The Crew","SHOW",2021,"TV-14",27,"['comedy']","US",6.5,5528,9.56,7.1
"The Time It Takes","SHOW",2021,"TV-MA",13,"['drama', 'romance', 'comedy']","ES",7.1,1271,6.598,7.1
"Rabbids Invasion - Mission To Mars","MOVIE",2021,NA,70,"['animation', 'comedy']","FR",7.8,NA,4.321,6
"Elite Short Stories: Carla Samuel","SHOW",2021,"TV-MA",14,"['drama', 'romance']","ES",6.9,2685,43.992,7.6
"Luna Park","SHOW",2021,"TV-MA",50,"['drama', 'romance']","IT",6.4,721,4.545,8.1
"Savage Beauty","SHOW",2022,"TV-MA",51,"['drama']","US",5,339,4.011,6.7
"The Falls","MOVIE",2021,NA,129,"['drama']","TW",7,1546,5.971,6.8
"Yara","MOVIE",2021,NA,96,"['drama', 'thriller', 'crime']","IT",6.2,4205,21.629,6.3
"Selling Tampa","SHOW",2021,"TV-MA",40,"['reality']","US",4.5,797,1.82,10
"Age of Samurai: Battle for Japan","SHOW",2021,"TV-MA",43,"['documentation', 'action', 'drama', 'history', 'war']","US",7.4,4119,31.152,7.1
"Octonauts: Above & Beyond","SHOW",2021,"TV-Y",25,"['animation', 'family']","KR",7.2,82,4.775,8.5
"Cobalt Blue","MOVIE",2022,NA,112,"['romance', 'drama']","IN",6.6,1531,5.021,6.6
"This Is the Night","MOVIE",2021,"R",100,"['drama', 'comedy']","US",5.4,626,5.428,7.2
"Yeh Kaali Kaali Ankhein","SHOW",2022,"TV-MA",40,"['drama', 'thriller', 'crime']","IN",NA,NA,5.259,7.2
"Love (ft. Marriage and Divorce)","SHOW",2021,"TV-PG",69,"['drama', 'romance']","KR",6.6,467,24.115,6.3
"Don't Kill Me","MOVIE",2021,NA,90,"['fantasy', 'horror', 'romance']","IT",4.3,1769,10.329,4
"A Castle for Christmas","MOVIE",2021,NA,98,"['romance', 'comedy', 'drama', 'family']","GLOBAL",5.5,11894,15.972,5.8
"Zero Chill","SHOW",2021,NA,30,"['drama', 'comedy']","GB",NA,NA,6.452,7.7
"I Am All Girls","MOVIE",2021,NA,107,"['thriller', 'crime', 'drama']","ZA",5.9,5917,43.887,6.6
"Titletown High","SHOW",2021,"TV-14",34,"['reality', 'sport']","US",5.5,332,2.146,5.6
"Mad for Each Other","SHOW",2021,NA,35,"['comedy', 'drama', 'romance']","KR",7.9,1724,8.719,8.2
"Country Comfort","SHOW",2021,"TV-PG",24,"['drama', 'family', 'music', 'action', 'comedy']","US",6.8,3432,4.962,7.8
"Sea Power","SHOW",2021,"TV-14",48,"['documentation', 'war']","US",7.7,44,1.6,NA
"Sounds Like Love","MOVIE",2021,NA,110,"['comedy', 'music', 'romance', 'drama']","ES",5.4,2135,31.672,6.6
"Ride or Die","MOVIE",2021,"R",142,"['thriller', 'romance', 'drama']","JP",5.6,1900,79.299,6.5
"Hei$t: The Great Robbery of Brazil's Central Bank","SHOW",2022,"TV-14",61,"['documentation', 'crime']","BR",6.4,525,5.81,6.4
"Jersey","MOVIE",2022,NA,175,"['drama', 'sport', 'romance']","IN",7.3,10878,68.203,7.2
"The Girl on the Train","MOVIE",2021,NA,128,"['drama', 'thriller', 'crime']","IN",4.4,14348,16.169,5.9
"Decoupled","SHOW",2021,"TV-MA",31,"['comedy', 'drama']","IN",8,6379,3.252,8.2
"Elite Short Stories: Nadia Guzmán","SHOW",2021,"TV-MA",11,"['drama', 'romance']","ES",6.2,1907,24.675,7.5
"Pui Pui Molcar","SHOW",2021,"TV-Y7",2,"['animation', 'comedy', 'family']","JP",8.1,366,3.148,8.6
"Cat People","SHOW",2021,"TV-14",32,"['documentation']","US",6.3,282,3.255,6.3
"Cousins","MOVIE",2021,"R",98,"['drama']","NZ",6.9,503,1.706,7.3
"Oprah + Viola: A Netflix Special Event","MOVIE",2022,NA,48,"['documentation']","US",7.2,319,3.035,7.7
"Deep","MOVIE",2021,NA,101,"['scifi', 'thriller', 'drama']","TH",4.8,1441,70.521,6.4
"The Phantom","MOVIE",2021,NA,81,"['documentation', 'crime']","GLOBAL",6.5,759,3.462,6.1
"Taarak Mehta Kka Chhota Chashmah","SHOW",2021,"TV-Y",22,"['animation', 'comedy']","IN",6.6,76,0.747,NA
"Elite Short Stories: Samuel Omar","SHOW",2021,NA,12,"['comedy', 'drama']","ES",6.1,666,41.801,7
"Human: The World Within","SHOW",2021,"TV-PG",53,"['documentation']","US",6.8,733,3.625,8.7
"Two","MOVIE",2021,NA,71,"['horror', 'thriller']","ES",NA,NA,236.797,5.5
"City of Ghosts","SHOW",2021,"TV-Y7",19,"['animation', 'drama']","FR",6.1,10,2.639,7.3
"Transformers: BotBots","SHOW",2022,"TV-Y",25,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']","US",6.9,73,7.226,6
"Fate: The Winx Saga - The Afterparty","MOVIE",2021,"PG-13",50,"['fantasy', 'reality', 'comedy']","GLOBAL",6.2,72,6.557,8.9
"Fatma","SHOW",2021,"TV-MA",42,"['drama', 'thriller', 'crime']","TR",7.4,8396,5.689,7.4
"Secret Magic Control Agency","MOVIE",2021,NA,103,"['comedy', 'family', 'fantasy', 'animation']","GLOBAL",6.2,4086,47.669,7.2
"Ada Twist, Scientist","SHOW",2021,NA,28,"['family', 'music', 'animation', 'comedy']","US",6.8,149,2.807,7
"Super PupZ","SHOW",2022,"TV-Y7",29,"['comedy', 'family', 'fantasy', 'scifi']","CA",6.6,104,2.232,10
"Cooking With Paris","SHOW",2021,"TV-MA",23,"['reality']","US",5.2,1078,4.578,6.5
"Go Dog Go","SHOW",2021,"TV-Y",24,"['animation', 'family']","US",7,191,8.592,8.8
"Doom of Love","MOVIE",2022,NA,100,"['romance', 'drama']","TR",4.7,1222,18.35,8.2
"Breaking Boundaries: The Science of Our Planet","MOVIE",2021,NA,73,"['documentation']","US",7.8,2663,7.679,7.6
"Call My Agent Bollywood","SHOW",2021,"TV-MA",48,"['comedy', 'drama']","IN",6.9,6201,3.205,NA
"MaveriX","SHOW",2022,"TV-G",23,"['drama', 'family', 'sport', 'action']","AU",5.8,140,9.568,8
"The Witcher: Fireplace","MOVIE",2021,NA,59,"[]","US",NA,NA,5.05,5.3
"My Unorthodox Life","SHOW",2021,"TV-MA",40,"['reality']","US",5.5,1207,1.772,7
"All Hail","MOVIE",2022,NA,118,"['drama', 'comedy']","AR",5.6,3172,84.966,6.3
"The Kingdom","SHOW",2021,"TV-MA",45,"['crime', 'drama']","AR",6.5,1366,5.703,7.3
"The Seven Deadly Sins: Cursed by Light","MOVIE",2021,"PG-13",79,"['animation', 'fantasy', 'action']","JP",6.4,970,470.787,7.9
"We the People","SHOW",2021,"TV-Y7",5,"['animation', 'comedy', 'family', 'music']","US",3.6,738,1.43,4.5
"A Tale Dark & Grimm","SHOW",2021,"TV-Y7",30,"['animation', 'action', 'comedy', 'family', 'fantasy']","GLOBAL",7.3,1193,12.989,7.8
"Don","MOVIE",2022,NA,164,"['romance', 'comedy', 'drama', 'action']","IN",7,6667,2.708,7.1
"Love Is Blind: Brazil","SHOW",2021,"TV-MA",56,"['reality', 'romance']","BR",6.1,445,3.182,6.4
"The Last Mercenary","MOVIE",2021,NA,110,"['action', 'comedy', 'crime', 'thriller']","FR",5.3,8476,108.089,6.6
"Lulli","MOVIE",2021,NA,90,"['fantasy', 'comedy', 'romance']","BR",4.8,1452,36.942,5.9
"Dancing on Glass","MOVIE",2022,NA,137,"['drama', 'thriller']","ES",5.5,705,104.044,6.3
"My Brother, My Sister","MOVIE",2021,NA,110,"['drama']","IT",6,957,13.875,6.5
"Je suis Karl","MOVIE",2021,"R",126,"['drama', 'thriller', 'european', 'romance']","GLOBAL",5.4,1077,12.981,5.5
"Tattoo Redo","SHOW",2021,"TV-MA",28,"['reality']","US",5.9,702,3.722,5.6
"Blood Brothers: Malcolm X & Muhammad Ali","MOVIE",2021,"PG-13",95,"['documentation', 'history', 'sport']","US",6.9,946,7.921,7.4
"2020","SHOW",2021,"TV-14",45,"['drama', 'crime', 'thriller']","LB",7.9,371,1.63,9.5
"Naomi Osaka","SHOW",2021,"TV-14",37,"['documentation', 'sport']","US",6.2,1301,3.832,7.5
"Trollhunters: Rise of the Titans","MOVIE",2021,NA,104,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy']","US",6.7,4818,88.183,7.8
"Amina","MOVIE",2021,"PG-13",120,"['war', 'history', 'drama', 'action']","NG",3.8,311,122.546,6.4
"Dealer","SHOW",2021,"TV-MA",41,"['action', 'drama', 'thriller', 'crime']","FR",6.1,671,3.65,7
"Mai: A Mother's Rage","SHOW",2022,"TV-MA",48,"['drama', 'thriller', 'crime']","IN",NA,NA,4.327,9.2
"Mimi","MOVIE",2021,NA,132,"['comedy', 'drama']","IN",NA,NA,8.333,7.2
"The Princess Switch 3: Romancing the Star","MOVIE",2021,"PG",106,"['comedy', 'romance', 'drama', 'family']","US",5.5,5728,39.432,6.9
"Looop Lapeta","MOVIE",2022,NA,131,"['romance', 'thriller', 'action', 'comedy', 'crime']","IN",5.2,4327,286.682,6.3
"Anonymously Yours","MOVIE",2021,"R",101,"['drama', 'romance']","MX",5.7,1718,43.391,7.8
"The Last Forest","MOVIE",2021,NA,74,"['drama', 'documentation']","BR",7.3,425,2.176,7
"Wild Abandon","SHOW",2022,"TV-MA",51,"['drama', 'comedy']","TR",7.1,4976,2.448,7.6
"Rumspringa","MOVIE",2022,NA,102,"['drama', 'comedy', 'romance']","DE",5.3,822,6.065,5.7
"Bordertown: The Mural Murders","MOVIE",2021,NA,107,"['crime', 'drama']","FI",6.2,2219,69.693,6.7
"Soil","SHOW",2021,"TV-MA",48,"['comedy', 'drama']","BE",7.1,710,2.744,8
"Single’s Inferno","SHOW",2021,"TV-PG",61,"['reality']","KR",7.1,1608,4.016,8.3
"The Creature Cases","SHOW",2022,"TV-Y",29,"['animation', 'comedy', 'family', 'action']","US",8.5,88,21.913,7
"Christmas Flow","SHOW",2021,"TV-MA",50,"['romance', 'comedy', 'music']","FR",5.7,728,7.289,6.9
"AlRawabi School for Girls","SHOW",2021,"TV-14",48,"['drama']","JO",7.3,5863,12.219,7.4
"Blood Sisters","SHOW",2022,"TV-MA",57,"['drama', 'crime', 'thriller']","GLOBAL",5,867,6.182,8.7
"Biking Borders - eine etwas andere Reise","MOVIE",2021,NA,89,"['documentation']","DE",7.7,933,1.129,7.3
"Sexify","SHOW",2021,"TV-MA",44,"['comedy', 'drama']","PL",6.5,5052,11.407,7.6
"Ronny Chieng: Speakeasy","MOVIE",2022,NA,60,"['comedy', 'documentation']","US",6.3,1146,3.056,6.2
"Racket Boys","SHOW",2021,"TV-14",71,"['family', 'drama', 'comedy', 'sport']","KR",4,27566,6.51,8.7
"Biggie: I Got a Story to Tell","MOVIE",2021,"R",97,"['documentation', 'music']","US",6.8,5028,8.292,7.2
"The Future Diary","SHOW",2021,"TV-PG",34,"['reality', 'romance']","JP",6.8,129,2.677,8.5
"Ray","SHOW",2021,"TV-MA",59,"['drama', 'thriller', 'crime']","IN",7.1,8795,5.791,6.8
"Super Me","MOVIE",2021,NA,102,"['action', 'drama', 'fantasy', 'scifi']","CN",5.8,1605,41.515,7.7
"The Whole Truth","MOVIE",2021,"R",125,"['drama', 'horror', 'thriller']","TH",5.1,3323,149.152,6.3
"Jonas Brothers Family Roast","MOVIE",2021,NA,68,"['comedy', 'music']","US",5.2,1647,5.159,7.2
"Johnny Test","SHOW",2021,"TV-Y",14,"['comedy', 'animation', 'family', 'scifi', 'action']","US",6.4,355,5.835,7.5
"The Soul","MOVIE",2021,NA,130,"['scifi', 'thriller', 'drama']","GLOBAL",6.6,2791,5.521,7.2
"New World","SHOW",2021,NA,69,"['reality']","KR",NA,NA,1.762,7
"Word of Honor","SHOW",2021,"TV-14",43,"['action', 'scifi', 'thriller', 'drama']","CN",NA,NA,14.258,8.7
"Daughter from Another Mother","SHOW",2021,"TV-MA",38,"['romance', 'comedy', 'drama', 'fantasy']","MX",7.2,1812,63.194,7.5
"40 Love","MOVIE",2021,"R",98,"['comedy']","GLOBAL",NA,NA,1.92,3
"You Are My Spring","SHOW",2021,NA,69,"['drama', 'romance', 'thriller', 'fantasy']","KR",7.4,597,3.911,8.1
"And Tomorrow the Entire World","MOVIE",2021,NA,111,"['romance', 'crime', 'drama']","GLOBAL",6,3172,6.581,5.7
"One","MOVIE",2021,NA,150,"['drama', 'thriller']","IN",6.5,2672,2.237,6.5
"Johnny Hallyday: Beyond Rock","SHOW",2022,"TV-14",35,"['documentation', 'music']","US",7.1,120,0.736,7
"Eternally Confused and Eager for Love","SHOW",2022,"TV-MA",23,"['comedy', 'romance']","IN",6.7,1680,6.09,6.4
"Zero","SHOW",2021,"TV-MA",24,"['scifi', 'action', 'comedy', 'drama', 'fantasy']","IT",5.6,1302,6.765,7.6
"Battle Kitty","SHOW",2022,"TV-Y7",33,"['animation', 'fantasy', 'scifi', 'action', 'comedy', 'family']","US",6.3,123,1.639,8
"Major Grom: Plague Doctor","MOVIE",2021,NA,136,"['action', 'crime']","RU",6.3,11939,170.53,6.7
"Law School","SHOW",2021,NA,65,"['crime', 'drama', 'thriller']","KR",8,2161,8.117,8.2
"Anne+","MOVIE",2021,NA,94,"['drama']","NL",6,1425,7.986,6
"Ajeeb Daastaans","MOVIE",2021,NA,142,"['drama', 'romance']","IN",6.7,5743,5.751,6.8
"Ridley Jones","SHOW",2021,"TV-Y",28,"['animation', 'comedy', 'family', 'fantasy']","US",4.6,232,9.494,8
"Hello, Me!","SHOW",2021,NA,62,"['comedy', 'drama', 'scifi', 'fantasy', 'romance']","KR",7.2,582,8.511,7.5
"Everything Will Be Fine","SHOW",2021,"TV-MA",29,"['comedy', 'drama']","MX",6.2,342,3.012,7.3
"Dynasty Warriors","MOVIE",2021,"PG-13",118,"['action', 'fantasy']","GLOBAL",4.7,2146,165.339,6.4
"Fishbowl Wives","SHOW",2022,"TV-MA",43,"['drama', 'romance']","JP",6.1,907,27.937,6.5
"Barbie: Big City, Big Dreams","MOVIE",2021,NA,62,"['animation', 'music', 'family']","US",5.7,305,105.001,7.022
"Roohi","MOVIE",2021,NA,134,"['comedy', 'horror']","IN",4.3,10025,3.119,4.9
"Barbie: It Takes Two","SHOW",2022,"TV-G",21,"['comedy', 'family', 'animation']","US",6.3,33,10.972,8.3
"Let's Fight Ghost","SHOW",2021,"TV-14",65,"['drama', 'thriller', 'action', 'fantasy', 'horror', 'romance']","TH",6.7,108,4.859,9
"Love, Life & Everything in Between","SHOW",2022,"TV-14",27,"['comedy', 'drama', 'romance']","GLOBAL",5.6,94,3.344,6
"Action Pack","SHOW",2022,"TV-Y",28,"['family', 'action', 'animation', 'fantasy', 'scifi', 'comedy']","US",6.3,86,5.8,8.2
"Crazy About Her","MOVIE",2021,NA,102,"['romance', 'comedy']","ES",6.6,5435,27.193,7.2
"Confessions of an Invisible Girl","MOVIE",2021,NA,91,"['comedy', 'drama']","BR",5.2,1051,43.041,6.9
"Savage Rhythm","SHOW",2022,"TV-MA",38,"['drama', 'music']","CO",6.3,28,82.74,7.7
"Doctor","MOVIE",2021,NA,150,"['action', 'comedy', 'thriller', 'crime']","IN",7.5,15385,3.878,6.7
