"genres","word","sentiment","n"
"Gay & Lesbian","confession","negative",1
"Gay & Lesbian","confidence","positive",1
"Gay & Lesbian","confront","negative",1
"Gay & Lesbian","confrontation","negative",1
"Gay & Lesbian","confusing","negative",1
"Gay & Lesbian","conservative","negative",1
"Gay & Lesbian","contradictory","negative",1
"Gay & Lesbian","convenient","positive",1
"Gay & Lesbian","convincingly","positive",1
"Gay & Lesbian","convoluted","negative",1
"Gay & Lesbian","courageous","positive",1
"Gay & Lesbian","courageously","positive",1
"Gay & Lesbian","cracks","negative",1
"Gay & Lesbian","cranky","negative",1
"Gay & Lesbian","craziness","negative",1
"Gay & Lesbian","cringe","negative",1
"Gay & Lesbian","crippling","negative",1
"Gay & Lesbian","crisis","negative",1
"Gay & Lesbian","critic","negative",1
"Gay & Lesbian","critical","negative",1
"Gay & Lesbian","criticism","negative",1
"Gay & Lesbian","critics","negative",1
"Gay & Lesbian","crowded","negative",1
"Gay & Lesbian","cry","negative",1
"Gay & Lesbian","debilitating","negative",1
"Gay & Lesbian","decadent","negative",1
"Gay & Lesbian","deception","negative",1
"Gay & Lesbian","deceptively","negative",1
"Gay & Lesbian","deft","positive",1
"Gay & Lesbian","degradation","negative",1
"Gay & Lesbian","delectable","positive",1
"Gay & Lesbian","delicate","positive",1
"Gay & Lesbian","delightful","positive",1
"Gay & Lesbian","delusion","negative",1
"Gay & Lesbian","denial","negative",1
"Gay & Lesbian","dense","negative",1
"Gay & Lesbian","denying","negative",1
"Gay & Lesbian","dependably","positive",1
"Gay & Lesbian","depressed","negative",1
"Gay & Lesbian","depression","negative",1
"Gay & Lesbian","desolate","negative",1
"Gay & Lesbian","devastated","negative",1
"Gay & Lesbian","deviate","negative",1
"Gay & Lesbian","diatribe","negative",1
"Gay & Lesbian","diatribes","negative",1
"Gay & Lesbian","difficulty","negative",1
"Gay & Lesbian","dilemma","negative",1
"Gay & Lesbian","dirty","negative",1
"Gay & Lesbian","disadvantaged","negative",1
"Gay & Lesbian","disadvantages","negative",1
"Gay & Lesbian","disappointingly","negative",1
"Gay & Lesbian","disapproval","negative",1
"Gay & Lesbian","disasterous","negative",1
"Gay & Lesbian","disastrous","negative",1
"Gay & Lesbian","disconcerting","negative",1
"Gay & Lesbian","discontent","negative",1
"Gay & Lesbian","disgraceful","negative",1
"Gay & Lesbian","disillusion","negative",1
"Gay & Lesbian","disillusioned","negative",1
"Gay & Lesbian","disinterested","negative",1
"Gay & Lesbian","dislike","negative",1
"Gay & Lesbian","dismally","negative",1
"Gay & Lesbian","distinction","positive",1
"Gay & Lesbian","distract","negative",1
"Gay & Lesbian","distracting","negative",1
"Gay & Lesbian","disturbing","negative",1
"Gay & Lesbian","doom","negative",1
"Gay & Lesbian","doomed","negative",1
"Gay & Lesbian","doubtless","positive",1
"Gay & Lesbian","dragging","negative",1
"Gay & Lesbian","drain","negative",1
"Gay & Lesbian","drained","negative",1
"Gay & Lesbian","drains","negative",1
"Gay & Lesbian","dumped","negative",1
"Gay & Lesbian","dusty","negative",1
"Gay & Lesbian","economical","positive",1
"Gay & Lesbian","ecstasy","positive",1
"Gay & Lesbian","efficient","positive",1
"Gay & Lesbian","efficiently","positive",1
"Gay & Lesbian","egotism","negative",1
"Gay & Lesbian","egregious","negative",1
"Gay & Lesbian","elegance","positive",1
"Gay & Lesbian","elegantly","positive",1
"Gay & Lesbian","embarrassingly","negative",1
"Gay & Lesbian","empathize","positive",1
"Gay & Lesbian","empowerment","positive",1
"Gay & Lesbian","enchanting","positive",1
"Gay & Lesbian","enraging","negative",1
"Gay & Lesbian","entertain","positive",1
"Gay & Lesbian","enthusiasm","positive",1
"Gay & Lesbian","enthusiastic","positive",1
"Gay & Lesbian","enviable","positive",1
"Gay & Lesbian","erratic","negative",1
"Gay & Lesbian","errors","negative",1
"Gay & Lesbian","ethical","positive",1
"Gay & Lesbian","evocative","positive",1
"Gay & Lesbian","exasperating","negative",1
"Gay & Lesbian","excels","positive",1
"Gay & Lesbian","exceptionally","positive",1
"Gay & Lesbian","excessively","negative",1
"Gay & Lesbian","excited","positive",1
"Gay & Lesbian","exciting","positive",1
"Gay & Lesbian","excruciatingly","negative",1
"Gay & Lesbian","expansive","positive",1
"Gay & Lesbian","explosive","negative",1
"Gay & Lesbian","exquisite","positive",1
"Gay & Lesbian","extraordinarily","positive",1
"Gay & Lesbian","fail","negative",1
"Gay & Lesbian","fake","negative",1
"Gay & Lesbian","fame","positive",1
"Gay & Lesbian","famed","positive",1
"Gay & Lesbian","fascination","positive",1
"Gay & Lesbian","fascism","negative",1
"Gay & Lesbian","faster","positive",1
"Gay & Lesbian","faults","negative",1
"Gay & Lesbian","favorable","positive",1
"Gay & Lesbian","fears","negative",1
"Gay & Lesbian","feisty","positive",1
"Gay & Lesbian","ferociously","negative",1
"Gay & Lesbian","fervid","positive",1
"Gay & Lesbian","fervor","positive",1
"Gay & Lesbian","fever","negative",1
"Gay & Lesbian","fictional","negative",1
"Gay & Lesbian","fierce","negative",1
"Gay & Lesbian","figurehead","negative",1
"Gay & Lesbian","fist","negative",1
"Gay & Lesbian","flaw","negative",1
"Gay & Lesbian","flicker","negative",1
"Gay & Lesbian","flickers","negative",1
"Gay & Lesbian","flourish","positive",1
"Gay & Lesbian","fond","positive",1
"Gay & Lesbian","fool","negative",1
"Gay & Lesbian","forbidden","negative",1
"Gay & Lesbian","forceful","negative",1
"Gay & Lesbian","forlorn","negative",1
"Gay & Lesbian","forlornly","negative",1
"Gay & Lesbian","fortitude","positive",1
"Gay & Lesbian","fortuitously","positive",1
"Gay & Lesbian","fortunate","positive",1
"Gay & Lesbian","fractious","negative",1
"Gay & Lesbian","fraught","negative",1
"Gay & Lesbian","freed","positive",1
"Gay & Lesbian","fruitful","positive",1
"Gay & Lesbian","frustrated","negative",1
"Gay & Lesbian","frustration","negative",1
"Gay & Lesbian","fury","negative",1
"Gay & Lesbian","gain","positive",1
"Gay & Lesbian","gained","positive",1
"Gay & Lesbian","garish","negative",1
"Gay & Lesbian","gaudy","negative",1
"Gay & Lesbian","gem","positive",1
"Gay & Lesbian","genial","positive",1
"Gay & Lesbian","ghastly","negative",1
"Gay & Lesbian","ghetto","negative",1
"Gay & Lesbian","giddy","negative",1
"Gay & Lesbian","gimmick","negative",1
"Gay & Lesbian","gimmicky","negative",1
"Gay & Lesbian","glee","positive",1
"Gay & Lesbian","gleeful","positive",1
"Gay & Lesbian","gleefully","positive",1
"Gay & Lesbian","gloriously","positive",1
"Gay & Lesbian","glow","positive",1
"Gay & Lesbian","goofy","negative",1
"Gay & Lesbian","gorgeously","positive",1
"Gay & Lesbian","gracefully","positive",1
"Gay & Lesbian","grand","positive",1
"Gay & Lesbian","grim","negative",1
"Gay & Lesbian","grin","positive",1
"Gay & Lesbian","grumble","negative",1
"Gay & Lesbian","grumpy","negative",1
"Gay & Lesbian","guilty","negative",1
"Gay & Lesbian","gutsy","positive",1
"Gay & Lesbian","hail","positive",1
"Gay & Lesbian","hallmark","positive",1
"Gay & Lesbian","handsome","positive",1
"Gay & Lesbian","handsomely","positive",1
"Gay & Lesbian","hang","negative",1
"Gay & Lesbian","hardships","negative",1
"Gay & Lesbian","harmed","negative",1
"Gay & Lesbian","harmless","positive",1
"Gay & Lesbian","harmony","positive",1
"Gay & Lesbian","hatred","negative",1
"Gay & Lesbian","healthy","positive",1
"Gay & Lesbian","hedonistic","negative",1
"Gay & Lesbian","heinous","negative",1
"Gay & Lesbian","hell","negative",1
"Gay & Lesbian","helpful","positive",1
"Gay & Lesbian","helping","positive",1
"Gay & Lesbian","hollow","negative",1
"Gay & Lesbian","homage","positive",1
"Gay & Lesbian","horrible","negative",1
"Gay & Lesbian","horrid","negative",1
"Gay & Lesbian","horrific","negative",1
"Gay & Lesbian","hung","negative",1
"Gay & Lesbian","hurt","negative",1
"Gay & Lesbian","hurts","negative",1
"Gay & Lesbian","hypocrisy","negative",1
"Gay & Lesbian","hypocrite","negative",1
"Gay & Lesbian","hypocrites","negative",1
"Gay & Lesbian","ignore","negative",1
"Gay & Lesbian","implausible","negative",1
"Gay & Lesbian","impulsive","negative",1
"Gay & Lesbian","incompetent","negative",1
"Gay & Lesbian","incompetently","negative",1
"Gay & Lesbian","inconsistent","negative",1
"Gay & Lesbian","indebted","positive",1
"Gay & Lesbian","indifference","negative",1
"Gay & Lesbian","indulgent","positive",1
"Gay & Lesbian","ineptly","negative",1
"Gay & Lesbian","inevitably","negative",1
"Gay & Lesbian","inexperience","negative",1
"Gay & Lesbian","infamous","negative",1
"Gay & Lesbian","inferior","negative",1
"Gay & Lesbian","infuriate","negative",1
"Gay & Lesbian","infuriating","negative",1
"Gay & Lesbian","inspire","positive",1
"Gay & Lesbian","instantly","positive",1
"Gay & Lesbian","insufferable","negative",1
"Gay & Lesbian","insular","negative",1
"Gay & Lesbian","insult","negative",1
"Gay & Lesbian","insurmountable","negative",1
"Gay & Lesbian","intolerance","negative",1
"Gay & Lesbian","invigorating","positive",1
"Gay & Lesbian","invisible","negative",1
"Gay & Lesbian","ironically","negative",1
"Gay & Lesbian","irrational","negative",1
"Gay & Lesbian","irrelevant","negative",1
"Gay & Lesbian","jam","negative",1
"Gay & Lesbian","jarring","negative",1
"Gay & Lesbian","joyful","positive",1
"Gay & Lesbian","judicious","positive",1
"Gay & Lesbian","justly","positive",1
"Gay & Lesbian","keen","positive",1
"Gay & Lesbian","kindly","positive",1
"Gay & Lesbian","kindness","positive",1
"Gay & Lesbian","kudos","positive",1
"Gay & Lesbian","lame","negative",1
"Gay & Lesbian","lapses","negative",1
"Gay & Lesbian","laudable","positive",1
"Gay & Lesbian","lavish","positive",1
"Gay & Lesbian","lean","positive",1
"Gay & Lesbian","liberation","positive",1
"Gay & Lesbian","liberty","positive",1
"Gay & Lesbian","lies","negative",1
"Gay & Lesbian","lifeless","negative",1
"Gay & Lesbian","lighter","positive",1
"Gay & Lesbian","likable","positive",1
"Gay & Lesbian","liking","positive",1
"Gay & Lesbian","limp","negative",1
"Gay & Lesbian","lose","negative",1
"Gay & Lesbian","losses","negative",1
"Gay & Lesbian","loud","negative",1
"Gay & Lesbian","lovable","positive",1
"Gay & Lesbian","lucid","positive",1
"Gay & Lesbian","lurid","negative",1
"Gay & Lesbian","magic","positive",1
"Gay & Lesbian","marvel","positive",1
"Gay & Lesbian","mature","positive",1
"Gay & Lesbian","mediocrity","negative",1
"Gay & Lesbian","merit","positive",1
"Gay & Lesbian","mesmerized","positive",1
"Gay & Lesbian","mesmerizing","positive",1
"Gay & Lesbian","messes","negative",1
"Gay & Lesbian","meticulously","positive",1
"Gay & Lesbian","miracle","positive",1
"Gay & Lesbian","misbehavior","negative",1
"Gay & Lesbian","miscalculation","negative",1
"Gay & Lesbian","mischief","negative",1
"Gay & Lesbian","mischievous","negative",1
"Gay & Lesbian","misery","negative",1
"Gay & Lesbian","missed","negative",1
"Gay & Lesbian","misses","negative",1
"Gay & Lesbian","misunderstandings","negative",1
"Gay & Lesbian","modest","positive",1
"Gay & Lesbian","morality","positive",1
"Gay & Lesbian","mordant","negative",1
"Gay & Lesbian","mournful","negative",1
"Gay & Lesbian","muddle","negative",1
"Gay & Lesbian","murder","negative",1
"Gay & Lesbian","murderer","negative",1
"Gay & Lesbian","naive","negative",1
"Gay & Lesbian","nauseatingly","negative",1
"Gay & Lesbian","needlessly","negative",1
"Gay & Lesbian","nervous","negative",1
"Gay & Lesbian","nifty","positive",1
"Gay & Lesbian","noble","positive",1
"Gay & Lesbian","nonsense","negative",1
"Gay & Lesbian","nourishing","positive",1
"Gay & Lesbian","noxious","negative",1
"Gay & Lesbian","obnoxious","negative",1
"Gay & Lesbian","obtuse","negative",1
"Gay & Lesbian","odd","negative",1
"Gay & Lesbian","oddly","negative",1
"Gay & Lesbian","opposition","negative",1
"Gay & Lesbian","oppression","negative",1
"Gay & Lesbian","oppressive","negative",1
"Gay & Lesbian","optimistic","positive",1
"Gay & Lesbian","opulent","positive",1
"Gay & Lesbian","outburst","negative",1
"Gay & Lesbian","outrageous","negative",1
"Gay & Lesbian","outrages","negative",1
"Gay & Lesbian","outsider","negative",1
"Gay & Lesbian","overbearing","negative",1
"Gay & Lesbian","overdue","negative",1
"Gay & Lesbian","overlook","negative",1
